ubigeo,total_fp,total_pl,total_validos,total_en_blanco,total_votos_nulos,total_votos_impugnados,total_votos_emitidos,total_primera_accion_popular,total_primera_app,total_primera_avanza_pais,total_democracia_directa,total_primera_frente_amplio,total_primera_fuerza_popular,total_primera_jpp,total_primera_somos,total_primera_partido_morado,total_primera_nacionalista,total_primera_peru_libre,total_primera_ppc,total_primera_pps,total_primera_podemos_peru,total_primera_renacimiento,total_renovacion_popular,total_upp,total_victoria_nacional,total_primera_blanco,total_primera_nulo
021901,790,1485,2275,36,170,0,2481,124,130,80,2,8,160,212,33,22,27,558,16,4,22,9,96,6,161,366,184
021902,176,550,726,17,27,0,770,68,38,3,1,0,20,29,10,5,20,239,1,0,5,4,4,1,39,210,41
021903,29,200,229,3,15,0,247,11,3,3,0,0,7,37,4,3,1,53,1,2,2,5,5,2,9,63,6
021904,337,672,1009,32,69,0,1110,86,21,14,8,5,150,82,59,7,20,269,3,1,11,5,17,3,76,274,80
021905,38,116,154,1,3,0,158,46,11,7,2,2,37,51,10,8,2,119,2,1,6,0,4,1,26,97,15
021906,345,1284,1629,33,105,0,1767,94,35,14,0,9,76,120,14,12,20,396,4,5,8,3,61,14,218,436,112
021907,251,765,1016,17,81,0,1114,50,17,10,1,5,68,60,15,10,53,325,1,2,12,3,58,3,34,232,54
021908,265,950,1215,19,60,0,1294,65,42,13,2,21,97,131,17,18,11,294,6,5,7,2,33,11,92,322,64
021909,744,2477,3221,91,249,0,3561,291,92,33,9,14,130,313,161,29,25,914,3,9,42,15,26,12,201,880,326
021910,243,542,785,19,46,0,850,27,8,7,0,4,73,110,26,1,7,272,1,4,6,7,15,1,47,175,48
022001,3682,7642,11324,179,1059,0,12562,406,473,335,16,66,1272,670,114,161,205,3696,184,41,208,59,320,65,292,2330,1142
022002,520,486,1006,29,105,0,1140,28,15,8,0,34,241,35,9,4,19,284,5,3,9,5,23,8,22,342,97
022003,1215,2750,3965,102,291,0,4358,169,120,99,6,41,450,200,36,15,65,1539,16,11,64,26,120,25,107,765,351
022004,448,589,1037,17,73,0,1127,52,40,27,1,10,168,49,13,5,19,336,11,2,13,9,12,6,18,211,101
022005,1967,4125,6092,214,396,0,6702,315,61,106,1,20,535,85,77,31,42,2374,56,25,65,90,59,20,57,2000,877
022006,536,1293,1829,24,111,0,1964,87,61,51,3,13,224,90,18,12,45,689,12,1,23,14,45,16,44,305,153
022007,402,734,1136,29,71,0,1236,39,39,25,0,42,161,57,12,1,13,387,2,0,5,4,19,7,27,272,123
022008,591,2205,2796,68,272,0,3136,158,58,53,3,67,172,265,76,29,33,920,15,9,22,22,48,23,63,748,303
030101,8089,23395,31484,223,1726,12,33445,3253,598,2339,131,167,1746,3183,204,419,229,12363,151,72,473,171,2761,270,850,3648,1398
030102,173,555,728,7,29,0,764,65,7,10,0,4,49,79,2,1,5,291,1,0,5,8,23,12,8,130,42
030103,156,932,1088,12,26,0,1126,129,8,31,6,20,80,164,10,11,20,721,4,1,14,17,54,22,28,318,77
030104,2509,5459,7968,93,502,0,8563,456,88,227,20,62,1039,745,26,314,52,2889,23,14,55,46,206,58,77,1933,598
030105,495,1292,1787,27,69,0,1883,151,16,34,9,18,125,218,9,16,23,607,2,6,11,14,44,12,24,454,75
030106,278,1724,2002,22,74,1,2099,114,25,22,3,11,103,156,2,12,6,928,5,4,6,22,26,42,24,441,81
030107,565,1795,2360,28,116,0,2504,124,34,39,11,15,258,243,5,14,38,881,4,4,17,23,60,34,26,460,129
030108,539,1018,1557,15,87,0,1659,162,18,29,4,19,165,104,4,11,9,583,1,3,7,11,28,8,20,351,118
030109,1175,3576,4751,39,256,0,5046,459,65,235,16,25,393,490,29,50,37,2106,12,8,84,22,340,47,112,659,255
030201,3952,16340,20292,169,1029,0,21490,1704,283,963,38,61,896,946,93,172,306,9009,62,45,410,157,1167,450,295,2884,1035
030202,470,2885,3355,34,143,0,3532,137,15,40,3,11,107,97,49,7,98,1278,5,8,50,25,63,67,8,549,315
030203,87,568,655,6,19,0,680,52,4,9,1,3,30,32,2,0,38,271,0,0,3,5,12,13,1,133,28
030204,544,2587,3131,45,172,0,3348,130,24,47,9,14,176,264,16,12,26,1253,3,7,11,17,57,97,36,797,163
030205,389,1656,2045,21,109,0,2175,161,8,26,2,10,108,94,7,15,87,851,3,6,15,31,27,20,13,390,144
030206,78,335,413,2,17,0,432,61,5,4,0,7,32,39,1,22,24,98,0,0,2,2,9,3,5,82,17
030207,399,3534,3933,41,95,0,4069,134,12,56,4,22,156,174,17,13,61,1878,10,8,39,37,44,120,18,794,182
030208,389,2238,2627,33,65,0,2725,135,12,28,37,20,104,262,5,3,28,1008,0,2,11,9,48,45,10,478,99
030209,601,4582,5183,54,227,0,5464,330,41,62,18,15,174,247,18,36,101,2338,5,8,72,46,101,74,29,818,227
030210,276,799,1075,20,67,0,1162,117,5,31,0,5,67,64,4,25,14,342,2,1,31,8,13,9,7,350,50
030211,98,370,468,7,21,0,496,59,2,3,1,3,41,44,0,1,11,177,0,0,2,6,7,6,1,97,18
030212,203,1250,1453,26,77,0,1556,80,6,16,3,12,95,29,4,12,124,483,1,4,14,23,10,21,4,380,75
030213,1563,9715,11278,134,493,0,11905,692,101,355,18,33,420,517,25,60,165,5530,36,12,188,105,402,235,76,1739,647
030214,134,599,733,9,46,0,788,97,3,21,1,4,26,17,4,3,29,382,2,0,7,13,16,14,3,260,50
030215,1336,3507,4843,64,209,0,5116,235,25,59,7,21,462,115,25,13,255,1952,8,11,47,88,125,51,22,1006,258
030216,2189,7686,9875,91,517,0,10483,585,120,364,9,25,562,355,47,62,182,4664,23,21,264,66,447,158,132,1526,470
030217,143,669,812,3,36,0,851,72,2,12,1,4,39,22,3,15,15,371,3,3,7,14,16,5,3,202,54
030218,267,1945,2212,35,78,0,2325,131,12,38,3,7,62,99,13,14,64,951,2,3,20,29,35,51,12,353,149
030219,124,1103,1227,18,88,0,1333,86,6,11,0,10,36,63,1,13,55,516,1,2,4,23,34,14,2,262,78
030220,121,2292,2413,26,125,0,2564,131,7,22,3,6,51,68,3,3,84,1187,3,2,4,13,14,100,3,595,167
030301,180,1068,1248,21,93,0,1362,88,2,19,3,8,30,329,2,3,11,413,2,4,7,3,35,6,10,328,83
030302,66,236,302,3,13,0,318,15,2,3,3,5,13,68,0,0,5,115,0,0,2,1,3,0,1,53,16
030303,161,741,902,4,20,0,926,52,4,19,2,5,41,103,2,3,3,366,0,0,7,8,6,10,7,252,37
030304,175,776,951,8,18,0,977,63,2,14,0,10,56,292,2,3,6,226,1,0,11,5,7,5,8,191,39
030305,164,887,1051,10,49,0,1110,71,2,20,1,10,39,69,4,9,13,491,1,0,2,11,28,9,8,262,41
030306,62,547,609,8,48,0,665,42,2,7,1,6,33,83,2,3,2,266,1,0,5,3,15,3,1,152,23
030307,102,542,644,9,27,0,680,63,1,11,5,5,22,57,2,3,8,270,1,2,2,6,4,3,3,186,39
030401,439,1490,1929,23,90,0,2042,156,23,62,4,14,120,236,5,16,15,785,8,3,16,9,70,24,31,332,92
030402,100,209,309,3,7,0,319,31,2,7,1,2,37,26,0,4,11,149,1,0,2,0,12,1,6,54,9
030403,63,605,668,3,11,0,682,53,7,12,0,4,16,116,0,2,25,313,2,0,6,3,15,7,4,122,26
030404,182,876,1058,12,55,0,1125,74,7,11,1,13,58,95,2,4,17,429,3,1,11,12,30,8,9,263,49
030405,137,327,464,7,19,0,490,44,3,10,1,3,41,43,2,0,4,151,1,0,6,1,9,8,8,103,16
030406,222,1524,1746,23,86,0,1855,145,19,42,1,10,84,150,8,5,24,690,2,2,8,12,41,12,12,369,81
030407,76,253,329,2,13,0,344,20,2,9,0,4,23,66,2,7,5,131,0,0,2,2,7,2,5,51,11
030408,80,317,397,4,11,0,412,25,2,7,0,5,26,34,1,5,8,168,1,1,4,3,4,2,8,91,12
030409,185,785,970,12,58,0,1040,59,2,12,0,8,78,40,6,2,18,437,0,1,1,12,20,27,2,243,67
030410,90,604,694,5,20,0,719,49,4,5,0,9,20,69,2,1,9,301,4,0,3,12,7,5,5,140,38
030411,103,327,430,4,19,0,453,33,3,6,2,2,28,35,1,2,7,175,0,1,1,5,15,5,2,95,28
030412,107,471,578,5,24,0,607,45,8,10,0,5,30,47,1,4,13,243,0,0,3,8,10,5,2,130,34
030413,105,272,377,7,12,0,396,32,9,6,0,5,41,62,2,4,13,127,1,1,1,2,8,5,6,72,17
030414,271,927,1198,5,36,0,1239,96,4,19,2,8,70,100,6,9,14,522,0,2,8,15,15,8,12,285,25
030415,379,1124,1503,23,82,0,1608,84,6,28,2,8,136,107,6,0,12,637,1,2,5,7,25,36,9,389,67
030416,176,532,708,10,48,0,766,35,12,9,2,5,53,97,1,4,26,236,1,2,4,10,9,13,8,173,38
030417,77,479,556,8,25,0,589,45,0,5,0,2,24,27,4,1,8,306,0,1,8,4,6,9,1,130,27
030501,405,4182,4587,95,394,0,5076,369,17,66,63,45,115,470,12,20,51,1780,12,9,24,37,95,52,40,1964,424
030502,210,1743,1953,27,123,0,2103,146,6,37,11,10,51,308,6,6,16,567,8,3,9,12,32,15,14,577,311
030503,357,2732,3089,48,145,0,3282,289,30,35,24,31,118,200,15,5,37,1343,5,6,9,32,32,58,15,1104,208
030504,174,4160,4334,60,219,0,4613,236,15,76,10,39,74,283,2,10,36,2062,5,9,21,53,55,53,21,1256,285
030505,326,2256,2582,39,203,0,2824,265,9,47,7,14,103,237,11,6,19,1073,4,4,17,32,18,20,12,783,179
030506,463,4810,5273,68,398,0,5739,453,29,103,13,23,120,345,17,11,33,2389,2,9,23,32,117,48,22,1757,372
030601,401,2330,2731,38,120,0,2889,312,21,74,4,19,80,99,12,47,43,1191,2,5,18,13,80,23,35,517,126
030602,806,5032,5838,46,221,0,6105,267,50,135,14,14,236,212,8,25,74,3257,9,13,60,46,195,53,69,800,209
030603,224,778,1002,14,63,0,1079,103,12,20,2,21,61,77,7,5,20,409,2,3,11,14,23,6,10,193,42
030604,454,2986,3440,35,121,0,3596,148,56,59,7,27,144,347,12,12,268,1337,3,4,25,22,81,82,28,592,145
030605,928,2442,3370,37,147,0,3554,157,26,46,8,14,320,117,17,18,243,1366,5,5,25,42,60,37,20,698,129
030606,267,980,1247,12,56,0,1315,50,18,30,1,4,75,73,2,5,110,492,0,4,12,6,16,13,8,287,54
030607,299,1107,1406,10,76,0,1492,114,33,17,0,6,98,51,6,3,130,486,0,3,10,15,22,18,3,352,69
030608,123,1827,1950,29,53,0,2032,152,10,44,1,10,54,53,5,4,59,959,5,3,20,26,28,27,7,448,112
030609,163,1175,1338,17,79,0,1434,74,51,7,4,12,29,76,3,2,361,348,3,1,6,8,30,35,7,269,50
030610,228,568,796,10,51,0,857,16,5,6,0,4,57,18,2,6,244,211,0,2,9,5,5,4,1,235,32
030611,45,566,611,3,17,0,631,22,3,8,0,6,14,46,0,3,38,264,1,0,4,3,20,4,3,133,17
030701,232,2173,2405,36,114,0,2555,162,13,62,0,9,35,154,8,12,51,1301,3,3,11,18,35,11,12,541,116
030702,131,994,1125,24,60,0,1209,70,6,9,2,6,36,86,3,2,11,589,0,1,3,12,16,15,3,315,52
030703,299,1111,1410,21,54,0,1485,82,16,22,8,8,88,173,9,10,26,379,1,5,7,21,27,9,4,415,256
030704,79,651,730,17,31,0,778,52,1,8,4,5,27,30,4,4,9,321,0,3,4,12,3,4,4,266,50
030705,69,363,432,8,24,0,464,32,4,6,0,1,27,72,2,4,5,158,0,1,1,11,3,2,0,100,28
030706,37,471,508,5,15,0,528,46,1,10,0,4,5,26,1,3,5,279,1,1,1,2,11,1,1,95,22
030707,61,437,498,5,31,0,534,37,7,4,1,2,8,67,0,1,2,202,0,1,3,4,6,3,1,124,18
030708,186,1340,1526,22,90,0,1638,157,9,22,1,12,61,101,6,3,10,643,2,3,6,15,30,13,6,500,77
030709,21,150,171,3,5,0,179,6,1,2,1,0,5,31,1,2,2,67,0,0,3,2,1,1,3,34,9
030710,31,351,382,8,12,0,402,26,2,5,3,2,8,23,0,4,3,199,0,0,2,7,5,3,2,80,17
030711,68,287,355,5,10,0,370,47,1,2,0,1,12,36,2,1,11,151,0,1,2,1,3,3,1,73,17
030712,114,468,582,8,21,0,611,60,4,14,0,2,22,80,3,2,20,274,1,1,6,2,16,3,4,80,19
030713,71,382,453,11,35,0,499,50,0,6,1,2,19,36,1,0,15,210,0,3,2,11,4,2,0,102,26
030714,76,525,601,17,34,0,652,73,7,15,7,10,9,48,0,1,2,252,0,1,4,6,7,9,2,200,49
040101,26354,18608,44962,145,2591,2,47700,6015,829,14459,113,140,1925,3495,751,1164,298,5214,965,143,1134,148,6403,180,2378,2465,1985
040102,17491,31983,49474,190,2975,2,52641,5708,1390,10800,243,222,2372,4251,676,1135,507,13791,846,228,1879,338,4571,359,2157,3347,2079
040103,19670,34645,54315,213,3183,2,57713,5357,1354,11457,188,235,2268,3651,632,1062,469,16835,693,225,1719,359,5329,351,1889,3485,2250
040104,30486,68020,98506,364,5599,2,104471,9859,2179,17717,350,375,3777,6178,954,1817,968,35974,1251,313,2936,669,8364,859,3343,7289,4158
040105,2012,4610,6622,33,431,0,7086,728,170,977,19,29,364,425,73,97,80,2340,58,25,192,33,397,53,282,560,384
040106,362,2352,2714,12,112,0,2838,193,88,146,4,12,106,156,31,22,16,1351,12,5,49,14,106,36,72,322,103
040107,9187,22354,31541,127,2038,0,33706,3972,969,5478,119,142,1248,2206,307,488,315,9895,407,136,1195,263,2606,221,1250,2163,1426
040108,2502,14589,17091,60,723,0,17874,1516,224,1063,37,49,506,543,69,80,129,9325,48,35,384,83,672,155,268,1924,1702
040109,14043,24580,38623,149,2312,0,41084,4443,1119,7368,148,155,1775,2887,530,639,307,9880,595,171,1581,227,3382,245,1755,2676,1907
040110,12079,17931,30010,119,1873,1,32003,3994,920,6598,113,150,1517,2446,441,671,277,7342,541,124,1188,195,3266,197,1523,2182,1529
040111,359,1506,1865,12,61,0,1938,215,70,164,8,5,99,144,20,14,22,896,11,10,46,7,76,16,52,200,69
040112,25241,53378,78619,270,4765,1,83655,8800,2593,13825,327,381,3926,5873,883,1307,750,24471,974,320,2741,477,6942,573,3249,5292,4137
040113,134,579,713,5,28,0,746,61,9,36,2,2,35,51,6,8,8,306,2,1,22,6,27,5,20,89,39
040114,125,781,906,4,24,0,934,77,11,52,0,1,47,91,4,4,9,390,5,3,7,2,36,14,15,145,22
040115,269,966,1235,8,56,0,1299,138,45,84,0,1,67,97,9,10,18,494,4,5,27,4,57,14,33,127,60
040116,1146,2082,3228,25,195,0,3448,353,88,512,14,15,169,204,35,53,39,972,27,8,86,17,218,26,133,263,192
040117,7876,8851,16727,65,1001,0,17793,1720,293,4541,34,46,595,956,171,356,148,4438,277,55,433,79,1771,79,666,1151,586
040118,153,507,660,3,34,0,697,58,6,57,0,1,30,25,3,4,7,298,3,1,12,3,28,5,12,79,29
040119,67,918,985,8,43,0,1036,75,11,20,2,4,20,38,1,3,15,549,1,3,8,10,32,8,8,154,46
040120,133,369,502,5,9,0,516,43,12,35,0,0,31,21,2,5,10,203,3,1,8,2,17,3,14,70,15
040121,490,3340,3830,19,203,0,4052,307,61,260,6,7,88,124,14,20,25,2349,14,10,70,12,188,39,68,469,204
040122,13244,26169,39413,140,2506,1,42060,4463,1074,7254,149,165,1709,2802,431,637,379,11204,561,160,1320,252,3218,276,1644,2614,1700
040123,3343,7452,10795,41,496,0,11332,1141,178,1701,22,36,374,447,86,146,74,4124,81,34,310,67,800,55,361,822,439
040124,2799,6504,9303,38,493,0,9834,1059,207,1405,27,37,352,565,98,129,72,2885,79,25,441,59,716,55,355,671,583
040125,435,1571,2006,13,75,0,2094,186,26,146,6,9,96,80,4,21,24,958,11,2,60,6,70,21,54,225,76
040126,15145,6259,21404,32,1068,0,22504,2387,234,7959,28,41,671,1266,266,592,93,1366,461,54,371,47,3293,29,932,786,594
040127,624,1210,1834,9,89,0,1932,197,39,276,4,0,105,91,17,19,9,660,12,2,69,9,110,9,56,163,72
040128,2784,13589,16373,69,758,0,17200,1266,331,1275,81,71,625,805,110,131,156,8516,88,41,434,130,798,190,298,1543,772
040129,24664,23217,47881,148,3083,241,51353,6179,955,14168,149,170,1859,3516,653,1263,337,7458,1055,157,1427,225,5520,239,2313,2564,1909
040201,5075,4310,9385,46,624,0,10055,949,243,1498,20,33,965,510,101,119,93,1588,98,37,288,28,1068,58,643,907,468
040202,763,854,1617,14,91,0,1722,179,44,165,3,4,199,114,18,17,24,288,15,4,50,6,115,8,113,249,91
040203,414,1800,2214,2,41,0,2257,184,22,80,5,8,159,91,5,5,18,1032,1,2,24,16,58,31,31,362,80
040204,1287,2940,4227,14,207,0,4448,395,81,228,9,14,378,257,35,41,63,1539,17,7,99,18,254,39,163,488,208
040205,1652,2477,4129,27,218,0,4374,485,88,344,6,8,392,251,35,52,52,1225,21,11,142,23,239,23,206,421,457
040206,1086,1219,2305,25,161,0,2491,275,50,173,4,12,362,142,23,21,38,506,9,5,64,9,146,12,118,392,111
040207,257,392,649,4,18,0,671,80,10,43,1,1,71,28,6,6,6,186,3,1,23,4,37,11,40,73,24
040208,2981,5555,8536,44,493,0,9073,848,192,818,11,19,805,517,48,100,160,2797,39,21,269,39,648,106,430,944,499
040301,1101,724,1825,10,95,0,1930,170,14,189,4,3,424,103,14,17,21,316,12,5,35,6,180,22,61,255,93
040302,1374,842,2216,22,69,0,2307,207,42,174,1,6,493,147,15,14,14,225,10,10,66,5,161,14,106,280,94
040303,1140,1253,2393,19,110,0,2522,248,38,153,3,4,473,122,21,19,17,511,10,8,72,9,129,43,203,319,103
040304,106,78,184,0,3,0,187,14,3,11,0,0,86,10,2,0,3,77,0,0,3,1,22,3,9,37,8
040305,448,457,905,4,22,0,931,108,11,60,0,3,207,64,10,7,12,98,2,2,38,2,48,8,35,137,21
040306,217,152,369,2,11,0,382,23,2,10,1,0,120,26,0,4,3,78,1,1,1,1,6,1,8,73,12
040307,1642,1655,3297,14,140,0,3451,227,87,262,6,6,801,84,14,21,22,1046,15,5,57,16,229,36,81,425,141
040308,540,690,1230,5,112,0,1347,93,8,78,1,1,224,42,5,3,8,453,5,2,10,7,39,16,40,180,40
040309,178,748,926,1,27,0,954,84,8,31,2,3,84,35,7,3,4,442,0,1,4,7,35,13,14,139,33
040310,521,323,844,6,31,0,881,77,10,36,1,0,241,23,3,4,6,109,0,0,12,5,50,4,14,112,26
040311,415,224,639,1,27,0,667,62,15,39,0,1,204,31,5,3,4,88,1,0,21,1,29,3,34,75,23
040312,476,444,920,8,41,0,969,48,8,39,2,2,218,22,1,4,2,305,2,2,6,3,29,5,13,155,50
040313,778,252,1030,3,24,0,1057,40,9,68,0,2,436,19,4,2,4,131,1,0,14,2,84,11,21,120,39
040401,1566,3710,5276,26,292,0,5594,693,87,493,12,16,427,311,54,63,95,1634,28,8,135,42,279,33,211,696,231
040402,74,468,542,3,26,0,571,80,8,21,2,2,17,21,3,5,25,186,0,0,4,4,16,10,18,114,25
040403,52,122,174,0,8,0,182,21,5,15,0,3,18,24,2,3,2,27,1,0,2,1,3,1,3,42,13
040404,56,643,699,10,40,0,749,52,3,43,3,4,15,47,1,8,19,224,5,1,12,7,16,11,11,163,25
040405,31,445,476,6,30,0,512,50,0,19,1,2,9,23,0,3,6,242,2,1,18,5,10,9,5,100,20
040406,51,365,416,5,16,0,437,18,1,29,0,9,20,16,4,3,16,208,2,3,1,14,3,5,4,61,18
040407,326,703,1029,3,55,0,1087,164,11,112,1,3,71,66,13,7,17,287,6,3,30,5,56,13,59,111,75
040408,48,302,350,0,14,0,364,19,5,8,1,1,9,37,4,8,13,119,1,1,2,1,21,5,7,80,20
040409,179,1538,1717,21,104,0,1842,230,17,96,8,12,37,92,5,8,31,822,7,7,62,22,73,29,26,378,108
040410,187,785,972,9,34,0,1015,123,16,60,1,2,55,80,11,19,48,394,0,1,3,11,33,11,27,203,44
040411,23,93,116,3,4,0,123,51,3,17,0,0,10,29,3,8,7,49,0,1,3,0,16,8,7,47,12
040412,17,97,114,1,0,0,115,14,0,1,0,0,1,2,0,2,3,54,0,0,0,4,0,2,5,23,1
040413,1248,2640,3888,20,200,0,4108,555,78,406,0,21,306,182,38,75,60,991,27,13,104,22,281,40,143,568,163
040414,153,518,671,7,23,0,701,46,8,17,0,5,58,51,5,13,19,176,3,3,5,7,29,8,13,125,85
040501,441,2929,3370,24,135,0,3529,190,52,190,6,13,97,193,17,18,21,2004,9,5,45,21,143,32,36,381,131
040502,65,595,660,5,27,0,692,39,9,25,2,2,18,34,2,3,13,419,0,3,4,3,16,3,5,124,34
040503,196,1039,1235,7,42,0,1284,87,21,37,3,8,97,152,4,18,19,453,4,3,15,4,27,9,23,194,51
040504,96,1022,1118,9,34,0,1161,65,4,43,0,4,20,83,3,2,8,669,2,0,5,11,40,5,4,128,41
040505,130,1581,1711,12,69,0,1792,96,18,51,5,15,43,104,12,8,19,1023,2,5,9,16,28,16,10,299,91
040506,66,604,670,8,22,0,700,50,11,26,1,1,21,45,0,3,8,397,0,3,2,8,16,5,3,103,21
040507,59,366,425,3,17,0,445,36,2,22,1,6,17,42,3,2,20,198,0,0,4,3,8,6,4,67,21
040508,98,744,842,10,22,0,874,83,9,26,2,2,31,33,3,2,11,402,4,3,8,8,18,10,10,205,26
040509,35,461,496,2,18,0,516,32,1,25,1,1,8,25,0,1,9,324,1,1,6,1,14,3,2,58,18
040510,103,575,678,7,27,0,712,45,9,23,1,6,25,51,8,5,4,368,1,2,8,7,13,6,10,116,33
040511,73,479,552,3,31,0,586,33,9,37,0,3,20,36,3,1,16,240,1,4,7,3,31,6,3,129,33
040512,110,427,537,6,22,0,565,33,7,19,0,1,28,22,3,4,7,347,0,1,6,3,5,7,4,69,16
040513,48,404,452,7,22,0,481,26,2,11,1,7,9,37,1,2,11,257,0,1,4,6,13,4,5,82,16
040514,85,553,638,10,33,0,681,40,2,8,2,3,24,37,2,1,19,390,1,3,2,4,7,5,2,121,35
040515,49,468,517,6,21,0,544,43,3,24,0,1,18,20,3,1,4,294,2,1,2,2,15,1,0,69,22
040516,64,266,330,0,17,0,347,16,13,10,0,3,22,10,2,3,5,162,0,1,5,3,9,4,3,56,17
040517,68,767,835,4,40,0,879,47,3,25,2,0,17,34,1,2,21,490,3,2,4,5,15,6,3,139,48
040518,37,454,491,6,26,0,523,33,1,19,1,1,10,25,0,4,9,318,0,1,4,7,13,7,2,85,28
040519,128,1291,1419,10,67,0,1496,73,12,37,3,7,39,67,1,10,7,955,0,3,9,5,21,11,6,209,53
040520,5608,31854,37462,189,1582,0,39233,2609,540,2435,67,135,1164,1645,228,277,338,19256,124,101,787,228,1969,315,648,4309,1608
040601,481,1161,1642,19,122,0,1783,156,12,117,1,2,133,89,12,18,33,671,3,1,20,7,68,27,27,309,80
040602,30,288,318,7,7,0,332,28,3,11,0,2,11,54,4,3,7,132,0,0,5,7,1,9,4,49,14
040603,44,935,979,10,61,0,1050,47,2,32,1,10,9,52,1,2,16,405,3,2,8,9,11,8,0,302,81
040604,78,192,270,5,16,0,291,30,1,10,0,0,24,17,3,1,4,79,2,0,4,3,4,0,9,79,9
040605,100,275,375,2,11,0,388,42,3,14,3,1,29,26,9,1,5,149,4,0,1,1,17,1,7,62,12
040606,295,1014,1309,4,60,0,1373,133,21,98,4,8,113,71,13,10,10,472,6,3,26,12,53,16,35,201,44
040607,50,334,384,6,27,0,417,35,4,7,1,2,22,23,0,2,24,122,0,0,9,3,10,2,2,119,13
040608,221,1719,1940,12,48,0,2000,144,12,76,2,10,108,102,6,10,21,849,7,5,12,24,23,38,23,331,83
040701,5823,9600,15423,77,922,0,16422,1743,372,2151,42,53,650,1209,93,147,71,3951,136,57,606,62,1451,73,1246,1302,919
040702,1179,4750,5929,22,258,0,6209,662,82,322,7,38,207,454,27,24,26,2817,19,11,100,19,248,37,146,623,327
040703,658,3724,4382,17,151,1,4551,297,35,268,9,15,111,326,18,27,8,2522,8,5,57,16,155,22,104,401,133
040704,841,2033,2874,18,111,0,3003,321,45,217,2,7,234,115,19,15,8,1071,17,6,70,13,200,20,144,325,182
040705,332,629,961,3,51,0,1015,95,5,128,1,0,27,52,3,4,2,269,2,1,17,3,59,3,39,59,233
040706,867,3237,4104,26,135,0,4265,534,31,321,6,11,105,264,13,21,4,2198,21,9,76,18,172,22,95,447,144
040801,177,951,1128,9,105,13,1255,67,16,67,1,7,44,165,8,9,44,403,2,1,13,5,40,26,11,216,62
040802,135,727,862,27,55,0,944,57,11,29,3,3,46,88,6,2,42,294,2,1,7,8,27,17,14,314,56
040803,49,253,302,5,8,0,315,25,2,11,0,3,7,53,2,1,34,60,0,0,1,3,5,3,5,73,13
040804,156,777,933,13,67,0,1013,52,13,15,2,9,49,126,5,4,15,343,2,7,6,8,22,6,9,292,58
040805,70,678,748,7,36,0,791,36,0,18,0,4,26,98,2,1,14,254,3,0,2,8,9,16,8,226,30
040806,53,933,986,24,103,1,1114,63,19,17,2,14,34,131,7,9,25,275,2,2,9,18,12,18,14,481,55
040807,27,183,210,0,5,0,215,19,0,11,0,0,7,41,1,1,10,72,0,0,2,3,3,2,3,29,7
040808,48,141,189,1,3,0,193,9,2,4,0,3,26,28,0,3,9,49,0,1,3,3,2,6,2,39,10
040809,42,104,146,0,7,0,153,19,0,6,0,0,21,12,1,1,12,36,0,1,0,1,3,4,1,38,7
040810,79,283,362,5,24,0,391,29,9,13,2,2,27,63,2,2,5,90,0,1,2,7,6,6,3,62,16
040811,28,259,287,3,12,0,302,16,1,2,0,1,7,61,5,1,6,64,1,0,1,3,4,6,3,59,19
050101,12220,44104,56324,345,2709,0,59378,4617,1214,3392,200,354,2908,6025,422,779,536,20482,329,115,1012,606,3710,358,1900,5943,2489
050102,461,4552,5013,33,159,0,5205,179,78,54,3,19,177,320,11,13,184,2274,7,11,43,37,124,41,25,1053,188
050103,548,2345,2893,35,120,0,3048,215,13,23,3,16,182,250,3,4,126,1197,3,2,22,28,44,11,12,628,170
050104,2115,12332,14447,86,597,0,15130,899,261,391,34,83,696,1074,107,108,171,7000,42,22,146,166,565,91,287,1882,739
050105,323,3406,3729,26,118,0,3873,205,21,31,6,31,177,362,4,20,57,1652,5,7,21,20,55,17,14,699,265
050106,418,2579,2997,34,114,0,3145,152,45,25,2,13,143,203,10,10,147,992,1,2,32,26,50,25,27,643,177
050107,614,1277,1891,11,90,0,1992,138,36,24,1,5,279,125,15,10,11,707,2,3,43,10,39,15,38,370,98
050108,734,2777,3511,44,149,0,3704,194,54,44,9,26,321,252,21,19,124,1438,3,7,39,28,121,25,49,656,164
050109,352,936,1288,25,46,0,1359,94,8,12,3,7,113,95,8,2,32,397,5,3,22,17,44,7,15,268,74
050110,4234,22801,27035,124,1233,0,28392,1977,558,1169,104,225,1245,2405,199,273,323,11829,109,50,400,343,1356,159,616,2878,1185
050111,195,614,809,7,61,0,877,61,5,11,3,6,62,61,6,1,11,305,0,0,12,11,29,4,15,184,53
050112,453,4159,4612,26,220,0,4858,287,35,51,12,22,212,700,14,11,28,1906,5,0,42,54,74,28,47,980,340
050113,730,2970,3700,41,157,225,4123,225,58,45,6,12,321,182,15,16,147,1314,9,3,38,43,229,26,46,775,173
050114,569,9110,9679,63,374,0,10116,437,78,77,20,58,266,528,34,25,114,4525,10,11,208,75,182,84,79,2293,728
050115,1994,8527,10521,49,363,0,10933,782,218,487,32,53,552,916,92,96,105,4336,60,22,169,90,606,65,272,1159,394
050116,2050,8142,10192,65,472,0,10729,773,231,441,23,45,625,927,66,112,134,3838,40,22,189,125,578,69,284,1345,420
050201,318,2661,2979,41,131,0,3151,138,42,35,0,16,71,142,13,9,77,1596,7,2,15,21,37,17,22,506,113
